source,target,occurences
227878,978-615-80608-0-6,1124
227878,10831/18280,1124
227878,10831/30298,1124
227878,10831/26177,1124
227878,10831/10180,1124
227878,10831/10137,1124
227878,10831/30730,1124
227878,10831/10174,1124
227878,10831/20717,1124
227878,10831/10993,1124
227878,10831/32410,1124
227878,10831/30030,1124
227878,10831/10547,1124
227878,10831/32967,1124
227878,10831/10548,1124
227878,10831/33556,1124
227878,10831/13628,1124
227878,10831/21929,1124
227878,10831/37956,1124
227878,10831/21663,1124
227878,978-963-284-842-6,1124
227878,10831/11870,1124
227878,10831/30330,1124
227878,10831/32905,1124
227878,10831/37930,1124
227878,10831/13711,1124
227878,10831/32329,1124
227878,10831/11525,1124
227878,10831/10205,1124
227878,10831/11681,1124
227878,10831/30203,1124
227878,978-963-9848-59-7,1124
227878,10831/38389,1124
227878,10.1371/journal.pone.0015571,1124
227878,10831/10918,1124
227878,10831/26124,1124
227878,10831/21834,1124
227878,10831/35209,1124
227878,10831/10987,1124
227878,10831/10902,1124
227878,10831/32632,1124
227878,10831/13687,1124
227878,10831/33553,1124
227878,10831/30849,1124
227878,10831/10129,1124
227878,10831/10421,1124
227878,10.1063/1.4936180,1124
227878,10831/37963,1124
227878,10831/11832,1124
227878,10831/10983,1124
227878,10831/10161,1124
227878,10831/10735,1124
227878,10831/37962,1124
227878,10.1088/1742-5468/2014/05/P05023,1124
227878,10.1007/s10955-014-1131-7,1124
227878,10831/11856,1124
227878,10831/30372,1124
227878,10831/33742,1124
227878,10.3109/09638237.2015.1019053,1124
227878,10831/32331,1124
227878,10831/10700,1124
227878,10.17204/dissarch.2017.361,1124
227878,10831/21579,1124
227878,10831/31102,1124
227878,10831/10829,1124
227878,10831/10739,1124
227878,9.79E+12,1124
227878,10831/10750,1124
227878,10831/18353,1124
227878,10831/26153,1124
227878,10831/11854,1124
227878,10831/11677,1124
227878,10831/33995,1124
227878,10831/20783,1124
227878,10831/37527,1124
227878,10831/10193,1124
227878,10831/11252,1124
227878,10831/20556,1124
227878,10831/10926,1124
227878,978-963-87596-6-5,1124
227878,10831/20568,1124
227878,10831/32982,1124
227878,10831/37933,1124
227878,10831/30368,1124
227878,10831/10117,1124
227878,10831/10557,1124
227878,10831/25986,1124
227878,10831/26126,1124
227878,10831/30728,1124
227878,10831/9586,1124
227878,10831/34885,1124
227878,10831/11876,1124
227878,10831/34864,1124
227878,10831/30227,1124
227878,10.1057/palcomms.2015.16,1124
227878,10.7592/Incantatio2017_6_Ilyefalvi,1124
227878,978-963-284-754-2,1124
227878,10831/10190,1124
227878,978-606-8145-65-5,1124
227878,10831/10162,1124
227878,10831/20789,1124
227878,10831/10120,1124
227878,10831/10985,1124
227878,10831/10183,1124
227878,10.1080/17445647.2018.1496858,1124
227878,10831/18262,1124
227878,978-963-284-842-6,1124
227878,10831/10176,1124
227878,10831/33816,1124
227878,963 9597 09 0,1124
227878,10831/34203,1124
227878,10831/10738,1124
227878,10831/10927,1124
227878,10831/37383,1124
227878,10831/32147,1124
227878,978-973-8439-92-4; 978-606-739-075-9,1124
227878,10831/32964,1124
227878,10831/9823,1124
227878,10831/37778,1124
227878,10831/26179,1124
227878,10831/38640,1124
227878,10831/35461,1124
227878,10831/10400,1124
227878,10831/37935,1124
227878,10831/33798,1124
227878,10831/9587,1124
227878,10.13140/RG.2.1.4112.0081,1124
227878,978-963-284-602-6,1124
227878,10.26546/5061110.5,1124
227878,10831/10912,1124
227878,10831/10883,1124
227878,10831/10831,1124
227878,10831/10132,1124
227878,10831/10199,1124
227878,10831/10184,1124
227878,10831/11012,1124
227878,10831/37926,1124
227878,963 7208 54 2,1124
227878,10831/10098,1124
227878,978-963-473-886-2,1124
227878,10831/38092,1124
227878,978-3-631-62454-8,1124
227878,10831/35204,1124
227878,10831/11191,1124
227878,10831/10479,1124
227878,10831/10134,1124
227878,10831/32134,1124
227878,10831/20520,1124
227878,10831/31105,1124
227878,10831/34645,1124
227878,10831/11007,1124
227878,10.1088/1367-2630/14/5/053009,1124
227878,10831/11793,1124
227878,10831/37546,1124
227878,10831/32471,1124
227878,10831/20781,1124
227878,10831/30416,1124
227878,10831/18361,1124
227878,10831/10244,1124
227878,10831/30039,1124
227878,10831/10854,1124
227878,10831/30525,1124
227878,978-963-284-171-7,1124
227878,10831/10550,1124
227878,10831/32425,1124
227878,10831/27348,1124
227878,10.26546/5061110.2,1124
227878,10831/9577,1124
227878,973-85985-3-2,1124
227878,10831/30370,1124
227878,10831/35202,1124
227878,10831/34003,1124
227878,10831/10160,1124
227878,10831/34932,1124
227878,10831/20580,1124
227878,10831/20786,1124
227878,10831/9663,1124
227878,9.79E+12,1124
227878,10831/10115,1124
227878,10831/32689,1124
227878,10.21862/HagyKihiv_2016.91,1124
227878,10831/10116,1124
227878,10831/10878,1124
227878,10831/10122,1124
227878,10831/9614,1124
227878,10831/32670,1124
227878,10831/18368,1124
227878,10831/38091,1124
227878,963-7688-88-9,1124
227878,10831/33823,1124
227878,10831/20571,1124
227878,978-963-312-166-5,1124
227878,10831/18355,1124
227878,10831/8063,1124
227878,10831/18376,1124
227878,10831/30291,1124
227878,978-963-284-842-6,1124
227878,10831/10859,1124
227878,10831/34035,1124
227878,10.21030/anyp.2016.4.8,1124
227878,10831/30441,1124
227878,10831/33000,1124
227878,10831/34930,1124
227878,10831/10210,1124
227878,963-446-001-1,1124
227878,10831/10213,1124
227878,10831/37545,1124
227878,10831/11016,1124
227878,10831/30374,1124
227878,10831/10178,1124
227878,10831/10099,1124
227878,10831/10989,1124
227878,978-963-284-921-8,1124
227878,10831/34929,1124
227878,10831/8031,1124
227878,10831/9478,1124
227878,10831/9609,1124
227878,10831/30177,1124
227878,10831/10217,1124
227878,10831/11392,1124
227878,978-963-508-843-0,1124
227878,10831/10923,1124
227878,10831/32998,1124
227878,10831/15328,1124
227878,10831/13710,1124
227878,978-963-284-987-4,1124
227878,978-963-9605-84-8,1124
227878,10831/30132,1124
227878,10831/10118,1124
227878,10831/10734,1124
227878,10831/32966,1124
227878,978-3-05-006108-5,1124
227878,10831/32142,1124
227878,10.1098/rsfs.2012.0048,1124
227878,10831/32906,1124
227878,10831/34285,1124
227878,10831/10212,1124
227878,10831/11194,1124
227878,10831/30701,1124
227878,10831/30505,1124
227878,10831/30916,1124
227878,10831/33473,1124
227878,10831/9233,1124
227878,10831/18370,1124
227878,10.21862/HagyKihiv_2016.19,1124
227878,978-963-236-574-9,1124
227878,978-963-284-807-5,1124
227878,10831/32678,1124
227878,978-963-642-683-5,1124
227878,10831/11829,1124
227878,10831/18365,1124
227878,10831/26148,1124
227878,10831/20779,1124
227878,10831/38097,1124
227878,10831/32146,1124
227878,10831/30443,1124
227878,10831/10208,1124
227878,10831/33810,1124
227878,10831/30176,1124
227878,10831/38088,1124
227878,10831/30413,1124
227878,10831/34096,1124
227878,10831/37705,1124
227878,10.18349/MagyarNyelv.2016.2.140,1124
227878,10831/11803,1124
227878,10831/33549,1124
227878,10831/34646,1124
227878,10831/11830,1124
227878,10.21030/anyp.2017.3.4,1124
227878,978-615-5250-32-3,1124
227878,10831/10131,1124
227878,10831/11193,1124
227878,10831/31103,1124
227878,10831/11591,1124
227878,10831/30457,1124
227878,10831/37921,1124
227878,10831/32330,1124
227878,10831/9824,1124
227878,10831/10915,1124
227878,10831/10897,1124
227878,10831/33038,1124
227878,10831/10726,1124
227878,10831/10724,1124
227878,10831/9708,1124
227878,10831/30038,1124
227878,10831/11828,1124
227878,10831/30371,1124
227878,10831/37924,1124
227878,10831/33743,1124
227878,10831/9664,1124
227878,10831/26151,1124
227878,10831/32412,1124
227878,10831/10721,1124
227878,10831/30829,1124
227878,10831/11188,1124
227878,10831/13679,1124
227878,10831/30332,1124
227878,ISSN 1789-8064,1124
227878,10831/38166,1124
227878,10831/10094,1124
227878,10831/37822,1124
227878,10831/26128,1124
227878,10831/37475,1124
227878,10831/29975,1124
227878,10831/37481,1124
227878,10831/20719,1124
227878,10831/32999,1124
227878,10831/35318,1124
227878,978-606-8145-56-3,1124
227878,10831/38339,1124
227878,10831/10826,1124
227878,10831/33811,1124
227878,10831/34570,1124
227878,10831/20720,1124
227878,978-963-284-842-6,1124
227878,978-963-284-754-2,1124
227878,10831/15275,1124
227878,963-446-001-1,1124
227878,10831/30366,1124
227878,10831/18354,1124
227878,10831/10798,1124
227878,10831/38062,1124
227878,10831/37934,1124
227878,10831/37636,1124
227878,10831/33103,1124
227878,10831/34650,1124
227878,10831/37477,1124
227878,978-963-236-384-4,1124
227878,10831/10155,1124
227878,10831/10882,1124
227878,10831/11682,1124
227878,10.1016/j.anbehav.2013.07.005,1124
227878,10831/10476,1124
227878,10831/30019,1124
227878,10831/10106,1124
227878,10831/10921,1124
227878,10831/34623,1124
227878,10831/18366,1124
227878,10831/30271,1124
227878,10831/11877,1124
227878,10831/10399,1124
227878,10831/33803,1124
227878,10831/10891,1124
227878,10831/34744,1124
227878,10831/9183,1124
227878,10831/32149,1124
227878,10831/10398,1124
227878,10831/10599,1124
227878,10831/9241,1124
227878,10831/37776,1124
227878,10831/34637,1124
227878,10831/10870,1124
227878,10831/34321,1124
227878,10831/33799,1124
227878,10831/20791,1124
227878,10831/20619,1124
227878,10831/30297,1124
227878,10831/34240,1124
227878,10831/32679,1124
227878,10831/10920,1124
227878,963-03-3678-2,1124
227878,10831/11875,1124
227878,10831/18358,1124
227878,10831/10796,1124
227878,10831/10909,1124
227878,10831/10880,1124
227878,10831/34639,1124
227878,10831/38110,1124
227878,10831/9613,1124
227878,10.1007/s10955-012-0640-5,1124
227878,10831/29995,1124
227878,10.21862/HagyKihiv_2016.69,1124
227878,10831/38394,1124
227878,10831/10828,1124
227878,10831/9594,1124
227878,10831/37684,1124
227878,10831/37476,1124
227878,10831/10889,1124
227878,10831/11885,1124
227878,10831/9825,1124
227878,10831/10930,1124
227878,10831/10728,1124
227878,978-3-631-62454-8,1124
227878,10831/10111,1124
227878,978-963-236-238-0,1124
227878,10831/37552,1124
227878,10831/30037,1124
227878,10831/26141,1124
227878,10831/15261,1124
227878,10831/10916,1124
227878,10831/37673,1124
227878,10831/10123,1124
227878,10831/37474,1124
227878,10831/30015,1124
227878,10831/20576,1124
227878,10831/32962,1124
227878,10831/30702,1124
227878,963 204 864 4,1124
227878,10831/11831,1124
227878,10.1556/0208.2017.142.7,1124
227878,10831/30727,1124
227878,10.1556/AEthn.59.2014.2.4,1124
227878,10831/37880,1124
227878,10831/9657,1124
227878,10831/30178,1124
227878,10831/37674,1124
227878,10.26546/5061110.12,1124
227878,10831/20711,1124
227878,978-354068886-0,1124
227878,10831/13691,1124
227878,10831/10793,1124
227878,10831/34090,1124
227878,10831/26035,1124
227878,10.1007/s10100-012-0255-6,1124
227878,10831/10986,1124
227878,10831/10890,1124
227878,978-963-236-056-0,1124
227878,10831/10919,1124
227878,10831/11251,1124
227878,10831/15326,1124
227878,10831/37619,1124
227878,10831/38089,1124
227878,10831/38340,1124
227878,10831/38314,1124
227878,978-963-284-921-8,1124
227878,10831/37919,1124
227878,10831/10996,1124
227878,978-963-89326-5-5,1124
227878,963-9610-57-7,1124
227878,10831/7963,1124
227878,10831/11521,1124
227878,10831/32413,1124
227878,10831/30014,1124
227878,10831/26181,1124
227878,10831/10201,1124
227878,10831/30442,1124
227878,978-963-7372-74-2,1124
227878,10831/34647,1124
227878,10831/11009,1124
227878,10831/34284,1124
227878,10831/26083,1124
227878,10831/10394,1124
227878,10831/30025,1124
227878,10831/10740,1124
227878,10831/13652,1124
227878,10831/10197,1124
227878,10831/37891,1124
227878,10831/11862,1124
227878,10831/30428,1124
227878,978-963-284-754-2,1124
227878,10831/10708,1124
227878,10831/37949,1124
227878,963 03 4431 9,1124
227878,10831/10551,1124
227878,10831/15286,1124
227878,10831/32674,1124
227878,10831/34638,1124
227878,10831/10104,1124
227878,10.7366/1896180020142906,1124
227878,10831/10729,1124
227878,978-80-8101-724-7,1124
227878,978-963-8144-26-3,1124
227878,10831/10981,1124
227878,10831/33037,1124
227878,10831/26130,1124
227878,10831/10822,1124
227878,963 7701 25 7,1124
227878,10831/32671,1124
227878,10831/35178,1124
227878,978 615 5478 00 0,1124
227878,10831/10914,1124
227878,10831/18377,1124
227878,10831/37634,1124
227878,10831/37528,1124
227878,10831/32846,1124
227878,10831/33970,1124
227878,10831/37632,1124
227878,10831/37862,1124
227878,10831/9829,1124
227878,10831/37683,1124
227878,10831/30026,1124
227878,10831/33723,1124
227878,10831/10835,1124
227878,10831/30205,1124
227878,10831/32411,1124
227878,10831/9667,1124
227878,10831/10864,1124
227878,978-963-9206-42-7,1124
227878,10831/37821,1124
227878,10831/20567,1124
227878,10831/35206,1124
227878,9.78E+12,1124
227878,10831/10858,1124
227878,10831/10247,1124
227878,10.1371/journal.pone.0033799,1124
227878,10.1063/1.4737646,1124
227878,10831/35207,1124
227878,10831/32131,1124
227878,10831/38312,1124
227878,10831/26180,1124
227878,10831/10884,1124
227878,10831/9660,1124
227878,10831/10175,1124
227878,10831/9661,1124
227878,10831/13642,1124
227878,978-963-9605-64-0,1124
227878,10831/37889,1124
227878,10831/10707,1124
227878,978-354068886-0,1124
227878,10831/37549,1124
227878,10831/20794,1124
227878,10831/34634,1124
227878,10831/10594,1124
227878,10831/26176,1124
227878,10831/37525,1124
227878,10831/37473,1124
227878,978-606-8145-14-3,1124
227878,10831/11853,1124
227878,10831/38387,1124
227878,10831/37781,1124
227878,10831/20723,1124
227878,10831/33550,1124
227878,10.26546/5061110.6,1124
227878,10831/15334,1124
227878,10831/21507,1124
227878,10831/38442,1124
227878,10831/10189,1124
227878,978-80-7165-640-1,1124
227878,10831/9668,1124
227878,10831/37526,1124
227878,10831/10128,1124
227878,978-963-414-033-7,1124
227878,978-963-88812-0-5,1124
227878,10831/33844,1124
227878,10831/34351,1124
227878,10831/32965,1124
227878,10831/37472,1124
227878,10831/37675,1124
227878,978-615-5219-53-5,1124
227878,10831/30202,1124
227878,10831/10188,1124
227878,10831/9580,1124
227878,10831/30032,1124
227878,22272246,1124
227878,10831/10214,1124
227878,10831/11523,1124
227878,10831/20553,1124
227878,10831/10136,1124
283570,10.1038/s41598-017-06133-y,204
283570,28960943,204
283570,27300509,204
283570,PMC5322520,204
283570,10.3389/fmolb.2014.00020,204
283570,10.1107/S139900471501559X,204
283570,10.3204/PUBDB-2017-02924,204
283570,24430336,204
283570,10.1038/srep34487,204
283570,PMC5007671,204
283570,10.1107/S2052252515005163,204
283570,10.1371/journal.pone.0129632,204
283570,10.1073/pnas.1416611112,204
283570,PMC5548722,204
283570,10.1038/s41598-018-31724-8,204
283570,10.1002/prot.25054,204
283570,27430046,204
283570,10.1038/srep24219,204
283570,PMC5405867,204
283570,PMC4231751,204
283570,27112567,204
283570,10.1371/journal.pone.0083110,204
283570,PMC5464963,204
283570,PMC4338556,204
283570,10.1074/jbc.M116.732909,204
283570,10.1039/c4ra06978a,204
283570,10.1107/S2052252517002433,204
283570,24745928,204
283570,10.1038/s41598-017-00919-w,204
283570,25866658,204
283570,10.1016/j.bmc.2014.06.058,204
283570,PMC4819692,204
283570,29057953,204
283570,10.1140/epjp/i2016-16056-0,204
283570,10.1038/srep14651,204
283570,29057953,204
283570,10.3389/fpls.2018.01138,204
283570,PMC4901327,204
283570,10.13039/501100003339,204
283570,10.1016/j.str.2013.02.017,204
283570,PMC4110038,204
283570,PMC4690869,204
283570,28989718,204
283570,24000896,204
283570,10.1093/nar/gkv1043,204
283570,10.1093/nar/gkv481,204
283570,PMC5387739,204
283570,24531479,204
283570,25242914,204
283570,10.1038/s41598-017-02805-x,204
283570,26319014,204
283570,10.1107/S1399004714019609,204
283570,PMC4126393,204
283570,PMC4770230,204
283570,28943312,204
283570,27282955,204
283570,10.1073/pnas.1618552114,204
283570,28830495,204
283570,25433700,204
283570,PMC4737155,204
283570,25844078,204
283570,10.1038/s41598-018-19192-6,204
283570,10.1172/jci.insight.93961,204
283570,10.1021/acs.jmedchem.7b01249,204
283570,10.1093/nar/gkw1310,204
283570,29374194,204
283570,10.1021/ml400292s,204
283570,29170493,204
283570,25075326,204
283570,10.1016/j.cell.2015.11.029,204
283570,10.1074/jbc.M115.679407,204
283570,25022223,204
283570,10.1021/acscatal.8b01762,204
283570,10.1038/s41598-017-03751-4,204
283570,27388898,204
283570,PMC6035192,204
283570,29057953,204
283570,10.1038/srep24791,204
283570,10.1074/jbc.M112.394114,204
283570,PMC4642953,204
283570,10.1016/j.ultramic.2013.10.006,204
283570,28892519,204
283570,10.1039/c3cc47022a,204
283570,24264466,204
283570,10.1093/bioinformatics/btv611,204
283570,29533234,204
283570,10.1016/j.bbagen.2015.10.009,204
283570,28994412,204
283570,10.1016/j.nucmedbio.2015.06.003,204
283570,PMC5519681,204
283570,10.3204/PUBDB-2017-05870,204
283570,PMC5457438,204
283570,10.1371/journal.pone.0118606,204
283570,10.1074/jbc.RA118.003989,204
283570,PMC4920112,204
283570,PMC5293571,204
283570,PMC4872110,204
283570,10.1074/jbc.M117.815258,204
283570,PMC4388270,204
283570,PMC4432651,204
283570,10.1038/s41598-018-24199-0,204
283570,27176125,204
283570,PMC5810440,204
283570,10.1111/mmi.12391,204
283570,10.1073/pnas.1601558113,204
283570,10.1107/S1399004715018635,204
283570,24021815,204
283570,10.1371/journal.pone.0139086,204
283570,10.1002/pro.2906,204
283570,10.1016/j.sbi.2013.06.007,204
283570,uri:80378446-e305-47f0-8601-79727a0c38da,204
283570,10.1111/febs.12881,204
283570,PMC4992955,204
283570,10.1107/S139900471402793X,204
283570,10.1186/1742-4690-10-64,204
283570,10.1021/ja5002955,204
283570,10.1021/jm401463y,204
283570,10.1038/ncomms4258,204
283570,10.1021/cb400757h,204
283570,10.1016/j.bbrc.2013.10.167,204
283570,10.1107/S2053230X16011626,204
283570,10.1107/S1399004713032264,204
283570,10.1107/S0907444913023354,204
283570,10.1002/cbic.201300118,204
283570,10.1002/cmdc.201300176,204
283570,10.1002/1873-3468.12841,204
283570,10.1042/BCJ20180222,204
283570,10.1016/j.str.2015.01.011,204
283570,10.1107/S0907444913021136,204
283570,10.1021/jm401665x,204
283570,10.1016/j.bbapap.2013.11.014,204
283570,PMC6010130,204
283570,10.1107/S1744309113009664,204
283570,10.1073/pnas.1519803113,204
283570,29057953,204
283570,29946980,204
283570,PMC3675114,204
283570,10.17863/CAM.16734,204
283570,25082542,204
283570,27933035,204
283570,PMC4967826,204
283570,10.1002/2211-5463.12212,204
283570,10.1021/jacs.6b10624,204
283570,27050133,204
283570,PMC5666114,204
283570,10.1038/s41598-017-11948-w,204
283570,10.1016/j.bbagen.2013.10.010,204
283570,PMC5844954,204
283570,25980608,204
283570,10.1074/jbc.M113.505289,204
283570,PMC5380311,204
283570,28448571,204
283570,10.1074/jbc.M117.793497,204
283570,PMC4594094,204
283570,10.1172/jci.insight.93688,204
283570,PMC4972137,204
283570,10.1021/acschembio.6b00315,204
283570,28977671,204
283570,10067/1446590151162165141,204
283570,10.1021/ACS.JPCB.5B04141,204
283570,26296208,204
283570,10.1038/s41467-017-01247-3,204
283570,10.3390/ijms14047642,204
283570,25723949,204
283570,10.1039/c6cc08438a,204
283570,10.1074/jbc.M115.678086,204
283570,10.1107/S1399004715006604,204
283570,10.1016/j.cell.2014.10.056,204
283570,10.1111/tpj.13225,204
283570,27050125,204
283570,10.1073/pnas.1317317111,204
283570,10.1038/srep24213,204
283570,10.1107/S2053230X15003337,204
283570,10.1089/mdr.2016.0050,204
283570,10.3204/PUBDB-2017-03142,204
283570,10.1073/pnas.1703054114,204
283570,PMC5526996,204
283570,10.1002/anie.201709368,204
283570,10.1371/journal.pone.0175723,204
283570,10.1002/1873-3468.13060,204
283570,10.1016/j.bbalip.2016.02.005,204
283570,PMC5805324,204
283570,PMC6063907,204
283570,10.3204/PUBDB-2016-02731,204
283570,10.1038/srep10734,204
283570,10.1038/ncomms6506,204
283570,10.1038/srep16950,204
283570,10.1186/s12985-017-0828-z,204
283570,26468275,204
283570,10.1073/pnas.1713698114,204
283570,29267242,204
283570,23770917,204
283570,10.1038/ncomms14671,204
283570,PMC4575695,204
283570,10.1038/ncomms14205,204
283570,27980508,204
283570,10.1038/nature18615,204
283570,26776105,204
283570,10.1074/jbc.M116.773515,204
283570,10.1107/S1600576716005793,204
283570,10.1128/mBio.01120-13,204
283570,PMC4108317,204
283570,PMC4400149,204
283570,PMC5141474,204
262010,10.1103/PhysRevC.84.041306,234
262010,10.1063/1.4768533,234
262010,10.1103/PhysRevLett.108.142501,234
262010,PMC3674244,234
262010,10.1088/1748-0221/8/10/P10004,234
262010,10.1088/0004-637X/738/2/143,234
262010,10.1103/PhysRevLett.110.192501,234
262010,10.1103/PhysRevC.84.024314,234
262010,10.1103/PhysRevC.87.055808,234
262010,10.1016/j.nimb.2015.12.016,234
262010,10.1103/PhysRevC.95.044321,234
262010,10.1016/j.physletb.2015.10.025,234
262010,10.1103/PhysRevC.87.034324,234
262010,10.1016/j.nima.2012.11.005,234
262010,10.15120/GSI-2018-00461,234
262010,10.1140/epja/i2017-12215-8,234
262010,10.1088/0954-3899/41/7/075108,234
262010,10.1103/PhysRevC.86.064315,234
262010,10.1088/1748-0221/8/05/P05003,234
262010,10.1016/j.nima.2012.12.084,234
262010,10.1016/j.physletb.2013.05.049,234
262010,10.1016/j.nima.2015.03.025,234
262010,10.1016/j.nimb.2016.10.011,234
262010,10.1103/PhysRevC.92.054326,234
262010,10.1016/j.nimb.2012.12.055,234
262010,10.7566/JPSCP.6.010026,234
262010,10.1016/j.cpc.2017.03.007,234
262010,10.7566/JPSCP.6.020015,234
262010,10.15120/GR-2015-1-MU-NUSTAR-NR-10,234
262010,10.1103/PhysRevLett.110.041101,234
262010,10.1103/PhysRevC.89.024307,234
262010,10.1103/PhysRevC.86.054309,234
262010,10.1103/PhysRevC.87.034322,234
262010,10.1007/s10751-017-1398-6,234
262010,10.1103/PhysRevA.91.022705,234
262010,10.15120/GR-2015-1-APPA-MML-MR-01,234
262010,10.1103/PhysRevC.91.044314,234
262010,10.1088/0953-4075/48/14/144010,234
262010,10.15120/GR-2014-1-FG-S-FRS-11,234
262010,10.1103/PhysRevLett.112.162701,234
262010,10.15120/GR-2015-1-MU-NUSTAR-SHE-C-02,234
262010,10.1103/PhysRevB.86.224418,234
262010,10.1103/PhysRevLett.116.042501,234
262010,10.15120/GR-2015-1-MU-NUSTAR-FRS-07,234
262010,10.1103/PhysRevLett.116.182502,234
262010,10.1088/0953-8984/24/48/485801,234
262010,10.1016/j.physletb.2014.02.012,234
262010,10.1103/PhysRevC.88.041308,234
262010,10.1103/PhysRevC.88.044306,234
262010,10.1016/j.nima.2014.09.010,234
262010,10.1016/j.physletb.2015.11.047,234
262010,10.1002/pssb.201350075,234
262010,10.15120/GR-2014-1-PNI-AP-01,234
262010,10.1016/j.physletb.2013.11.055,234
262010,10.1209/0295-5075/104/42001,234
262010,10.15120/GR-2015-1-MU-NUSTAR-SHE-P-01,234
262010,10.1103/PhysRevB.86.195202,234
262010,10.15120/GR-2015-1-MU-NUSTAR-SHE-P-03,234
262010,10.1016/j.ijms.2013.02.015,234
262010,10.1051/epjconf/20146602036,234
262010,10.1103/PhysRevC.93.064316,234
262010,10.1038/s41598-017-08275-5,234
262010,10.15120/GR-2014-1-NUSTAR-SHE-02,234
262010,10.1140/epja/i2016-16206-y,234
262010,10.1103/PhysRevC.86.034329,234
262010,10.1103/PhysRevC.94.054321,234
262010,10.1088/1742-6596/420/1/012061,234
262010,10.15120/GR-2015-1-MU-NUSTAR-SHE-P-09,234
262010,10.15120/GR-2015-1-MU-NUSTAR-SHE-C-01,234
262010,10.1103/PhysRevC.87.051301,234
262010,10.1088/1748-0221/8/02/T02005,234
262010,10.1016/j.physletb.2017.05.085,234
262010,10.1016/j.physletb.2013.02.043,234
262010,10.1016/j.physletb.2014.05.066,234
262010,10.15120/GR-2014-1-NUSTAR-KR-09,234
262010,10.1088/1748-0221/7/02/P02006,234
262010,10.1103/PhysRevC.87.014619,234
262010,10.1016/j.nima.2013.02.032,234
262010,10.1103/PhysRevC.96.024321,234
262010,10.1016/j.nima.2014.09.075,234
262010,10.1103/PhysRevC.87.054311,234
262010,10.1103/PhysRevC.95.064321,234
262010,10.1007/s10967-014-3445-y,234
262010,10.1016/j.physletb.2014.03.062,234
262010,10.1103/PhysRevC.87.054305,234
262010,10.1103/PhysRevC.89.044310,234
262010,10.1103/PhysRevC.86.034337,234
262010,10.1016/j.nima.2013.05.153,234
262010,10.1103/PhysRevC.92.024316,234
262010,10.1016/j.physletb.2015.10.060,234
262010,10.1103/PhysRevC.97.041304,234
262010,10.1063/1.4793375,234
262010,10.1016/j.nuclphysa.2016.04.025,234
262010,10.1063/1.4769260,234
262010,10.1063/1.3692761,234
262010,10.1016/j.physletb.2015.05.021,234
262010,10.1063/1.4807288,234
262010,10.15120/GSI-2018-00459,234
262010,10.1088/0953-8984/26/21/215401,234
262010,PMC5506079,234
262010,10.1016/j.physletb.2015.09.044,234
262010,10.1016/j.physletb.2015.03.018,234
262010,10.1016/j.nima.2013.07.084,234
262010,10.1103/PhysRevC.89.014301,234
262010,10.1063/1.4932259,234
262010,10.1016/j.nima.2014.09.018,234
262010,10.1103/PhysRevA.88.042707,234
262010,10.1103/PhysRevC.89.014307,234
262010,10.1016/j.nima.2012.07.016,234
262010,10.1103/PhysRevC.88.031305,234
262010,10.1103/PhysRevC.87.014317,234
262010,10.1103/PhysRevC.97.024301,234
262010,10.1063/1.4861142,234
262010,10.1016/j.nima.2013.10.038,234
262010,10.1088/0953-8984/25/41/416001,234
262010,10.1103/PhysRevC.92.024619,234
262010,10.1103/PhysRevC.88.054322,234
262010,10.1016/j.nimb.2013.07.063,234
262010,10.1103/PhysRevC.89.014614,234
262010,10.1103/PhysRevC.88.044321,234
262010,10.1103/PhysRevC.87.014318,234
262010,10.1088/0954-3899/42/3/034021,234
262010,10.1088/1742-6596/420/1/012002,234
262010,10.1063/1.4916416,234
262010,10.1016/j.nimb.2016.02.024,234
262010,10.1103/PhysRevB.84.014434,234
262010,10.1016/j.nima.2015.11.009,234
262010,10.1103/PhysRevC.90.051304,234
262010,10.1088/0022-3727/48/36/365201,234
262010,10.1103/PhysRevC.85.054315,234
262010,10.1103/PhysRevC.93.044335,234
262010,10.1016/j.nima.2017.02.063,234
262010,10.1103/PhysRevC.86.014310,234
262010,10.1016/j.cpc.2014.10.001,234
262010,10.1063/1.4764237,234
262010,10.1063/1.4832458,234
262010,10.1103/PhysRevA.89.022704,234
262010,10.1063/1.4916484,234
262010,10.1109/TNS.2013.2275901,234
262010,10.1103/PhysRevC.91.034602,234
262010,10.1088/0954-3899/42/7/075102,234
262010,10.1103/PhysRevC.92.064322,234
262010,10.1103/PhysRevB.87.165202,234
262010,10.1140/epja/i2015-15113-1,234
262010,10.1088/0963-0252/24/4/045008,234
262010,10.1016/j.nima.2012.02.032,234
262010,10.1103/PhysRevC.93.044336,234
262010,10.1103/PhysRevC.89.044616,234
262010,10.1103/PhysRevLett.121.032502,234
262010,10.1103/PhysRevC.90.054303,234
262010,10.1088/0954-3899/41/7/075107,234
262010,10.1103/PhysRevC.87.054614,234
262010,10.1103/PhysRevC.96.065501,234
262010,10.1103/PhysRevC.89.054314,234
262010,10.1103/PhysRevC.97.044321,234
262010,10.1103/PhysRevC.88.014323,234
262010,10.1103/PhysRevC.91.024301,234
262010,10.1016/j.nima.2013.04.057,234
262010,10.1103/PhysRevC.94.044315,234
262010,10.1103/PhysRevC.92.064318,234
262010,10.1016/j.nima.2014.01.009,234
262010,10.1038/nature12226,234
262010,10.1103/PhysRevC.91.041304,234
262010,10.15120/GR-2014-1-NUSTAR-SHE-05,234
262010,10.1016/j.physletb.2013.12.048,234
